session;Raw_Cluster;Macro_Cluster;k_aircraft;k_operator;k_mission
3190689;39;Cluster 2 (Majeur B);46855;10;1
3190699;39;Cluster 2 (Majeur B);46890;81;1
3190700;39;Cluster 2 (Majeur B);41559;81;1
3190701;21;Cluster 5 (Outliers);46515;81;1
3190703;39;Cluster 2 (Majeur B);46890;81;1
3190725;37;Cluster 1 (Majeur A);48090;3;1
3190726;37;Cluster 1 (Majeur A);52519;3;1
3190727;37;Cluster 1 (Majeur A);48117;10;1
3190733;39;Cluster 2 (Majeur B);46433;10;1
3190741;33;Cluster 5 (Outliers);54674;339;3
3190744;39;Cluster 2 (Majeur B);54674;339;3
3190777;39;Cluster 2 (Majeur B);46852;20;-2
3190778;39;Cluster 2 (Majeur B);46851;81;1
3190789;37;Cluster 1 (Majeur A);54806;394;1
3190807;37;Cluster 1 (Majeur A);46841;3;1
3190813;39;Cluster 2 (Majeur B);46863;20;-2
3190822;39;Cluster 2 (Majeur B);41623;161;1
3190892;37;Cluster 1 (Majeur A);52524;83;1
3190893;37;Cluster 1 (Majeur A);52522;83;1
3190896;37;Cluster 1 (Majeur A);48091;83;1
3190899;37;Cluster 1 (Majeur A);54811;83;1
3190926;37;Cluster 1 (Majeur A);48117;10;1
3190930;39;Cluster 2 (Majeur B);46863;20;-2
3190932;39;Cluster 2 (Majeur B);46890;81;1
3190938;37;Cluster 1 (Majeur A);41620;83;1
3190970;37;Cluster 1 (Majeur A);41623;161;1
3190974;37;Cluster 1 (Majeur A);48090;3;1
3190982;31;Cluster 3 (Mineur A);50440;83;1
3191040;39;Cluster 2 (Majeur B);45401;81;1
3191139;37;Cluster 1 (Majeur A);52519;3;1
3191144;37;Cluster 1 (Majeur A);46874;10;1
3191166;37;Cluster 1 (Majeur A);41623;161;1
3191171;39;Cluster 2 (Majeur B);41559;81;1
3191175;37;Cluster 1 (Majeur A);41620;83;1
3191176;37;Cluster 1 (Majeur A);52524;83;1
3191177;37;Cluster 1 (Majeur A);52522;83;1
3191239;17;Cluster 5 (Outliers);54811;83;1
3191241;37;Cluster 1 (Majeur A);50440;83;1
3191284;37;Cluster 1 (Majeur A);46841;3;1
3191285;37;Cluster 1 (Majeur A);46841;3;1
3191384;37;Cluster 1 (Majeur A);52519;3;1
3191411;39;Cluster 2 (Majeur B);48117;10;1
3191413;39;Cluster 2 (Majeur B);46515;81;1
3191417;31;Cluster 3 (Mineur A);50440;83;1
3191441;37;Cluster 1 (Majeur A);52520;112;1
3191443;37;Cluster 1 (Majeur A);52520;112;1
3191444;41;Cluster 4 (Mineur B);52520;112;1
3191449;41;Cluster 4 (Mineur B);52520;112;1
3191492;39;Cluster 2 (Majeur B);39023;298;1
3191507;37;Cluster 1 (Majeur A);46859;335;1
3191508;37;Cluster 1 (Majeur A);46859;335;1
3191517;39;Cluster 2 (Majeur B);45344;20;-2
3191525;37;Cluster 1 (Majeur A);54806;394;1
3191538;37;Cluster 1 (Majeur A);50825;335;1
3191559;39;Cluster 2 (Majeur B);52254;298;1
3191560;39;Cluster 2 (Majeur B);52254;298;1
3191590;39;Cluster 2 (Majeur B);46863;20;-2
3191605;39;Cluster 2 (Majeur B);46853;335;1
3191782;37;Cluster 1 (Majeur A);48090;3;1
3191784;37;Cluster 1 (Majeur A);46855;10;1
3191789;39;Cluster 2 (Majeur B);46896;20;-2
3191844;38;Cluster 5 (Outliers);41623;161;1
3192024;37;Cluster 1 (Majeur A);46433;10;1
3192027;37;Cluster 1 (Majeur A);48117;10;1
3192052;39;Cluster 2 (Majeur B);52255;298;1
3192063;20;Cluster 5 (Outliers);45401;81;1
3192101;37;Cluster 1 (Majeur A);54806;394;1
3192291;37;Cluster 1 (Majeur A);48090;3;1
3192293;37;Cluster 1 (Majeur A);46855;10;1
3192321;39;Cluster 2 (Majeur B);39023;298;1
3192323;39;Cluster 2 (Majeur B);39023;298;1
3192330;22;Cluster 5 (Outliers);46515;81;1
3192436;37;Cluster 1 (Majeur A);48117;10;1
3192449;37;Cluster 1 (Majeur A);46896;20;-2
3192519;37;Cluster 1 (Majeur A);48090;3;1
3192528;39;Cluster 2 (Majeur B);46890;81;1
3192603;37;Cluster 1 (Majeur A);50826;3;1
3192604;37;Cluster 1 (Majeur A);46829;3;1
3192614;39;Cluster 2 (Majeur B);46863;20;-2
3192628;31;Cluster 3 (Mineur A);50440;83;1
3192747;39;Cluster 2 (Majeur B);52521;10;1
3193302;18;Cluster 5 (Outliers);45401;81;1
3193315;39;Cluster 2 (Majeur B);46841;3;1
3193317;39;Cluster 2 (Majeur B);50826;3;1
3193318;39;Cluster 2 (Majeur B);50670;3;1
3193319;37;Cluster 1 (Majeur A);50670;3;1
3193323;39;Cluster 2 (Majeur B);48112;10;1
3193326;39;Cluster 2 (Majeur B);46515;81;1
3193364;31;Cluster 3 (Mineur A);50440;83;1
3193375;39;Cluster 2 (Majeur B);49458;112;1
3193383;37;Cluster 1 (Majeur A);52520;112;1
3193413;41;Cluster 4 (Mineur B);46875;112;1
3193435;37;Cluster 1 (Majeur A);54806;394;1
3193452;37;Cluster 1 (Majeur A);46859;335;1
3193922;37;Cluster 1 (Majeur A);48090;3;1
3194057;37;Cluster 1 (Majeur A);50826;3;1
3194064;39;Cluster 2 (Majeur B);46863;20;-2
3194071;37;Cluster 1 (Majeur A);46851;81;1
3194074;22;Cluster 5 (Outliers);46515;81;1
3194075;39;Cluster 2 (Majeur B);46890;81;1
3194076;39;Cluster 2 (Majeur B);41624;81;1
3194178;37;Cluster 1 (Majeur A);54806;394;1
3194238;39;Cluster 2 (Majeur B);41623;161;1
3194268;39;Cluster 2 (Majeur B);50670;3;1
3194273;37;Cluster 1 (Majeur A);46874;10;1
3194274;37;Cluster 1 (Majeur A);46855;10;1
3194276;39;Cluster 2 (Majeur B);46433;10;1
3194277;37;Cluster 1 (Majeur A);48117;10;1
3194491;39;Cluster 2 (Majeur B);52255;298;1
3194492;39;Cluster 2 (Majeur B);52254;298;1
3194497;37;Cluster 1 (Majeur A);41559;81;1
3194498;18;Cluster 5 (Outliers);45401;81;1
3194876;37;Cluster 1 (Majeur A);48090;3;1
3195142;39;Cluster 2 (Majeur B);46890;81;1
3195273;37;Cluster 1 (Majeur A);46829;3;1
3195277;37;Cluster 1 (Majeur A);48117;10;1
3195298;29;Cluster 5 (Outliers);41620;83;1
3195303;37;Cluster 1 (Majeur A);52524;83;1
3195304;39;Cluster 2 (Majeur B);41621;83;1
3195482;37;Cluster 1 (Majeur A);50670;3;1
3195507;37;Cluster 1 (Majeur A);41624;81;1
3195533;39;Cluster 2 (Majeur B);50440;83;1
3195534;37;Cluster 1 (Majeur A);52523;83;1
3195535;37;Cluster 1 (Majeur A);52522;83;1
3195537;37;Cluster 1 (Majeur A);52522;83;1
3195621;37;Cluster 1 (Majeur A);54674;339;3
3195663;38;Cluster 5 (Outliers);41623;161;1
3195754;20;Cluster 5 (Outliers);45401;81;1
3195775;37;Cluster 1 (Majeur A);45401;81;1
3195981;37;Cluster 1 (Majeur A);52522;83;1
3195983;37;Cluster 1 (Majeur A);52524;83;1
3195996;37;Cluster 1 (Majeur A);46829;3;1
3195997;37;Cluster 1 (Majeur A);46829;3;1
3196002;37;Cluster 1 (Majeur A);41620;83;1
3196059;39;Cluster 2 (Majeur B);50440;83;1
3196114;39;Cluster 2 (Majeur B);49458;112;1
3196178;37;Cluster 1 (Majeur A);46853;335;1
3196199;39;Cluster 2 (Majeur B);48380;20;-2
3196202;41;Cluster 4 (Mineur B);46875;112;1
3196215;37;Cluster 1 (Majeur A);54806;394;1
3196223;39;Cluster 2 (Majeur B);50825;335;1
3196226;39;Cluster 2 (Majeur B);45344;20;-2
3196356;39;Cluster 2 (Majeur B);50826;3;1
3196358;39;Cluster 2 (Majeur B);46896;20;-2
3196479;39;Cluster 2 (Majeur B);45344;20;-2
3196485;39;Cluster 2 (Majeur B);46851;81;1
3196585;39;Cluster 2 (Majeur B);46841;3;1
3196588;37;Cluster 1 (Majeur A);50825;335;1
3196595;39;Cluster 2 (Majeur B);46863;20;-2
3196598;39;Cluster 2 (Majeur B);52255;298;1
3196600;39;Cluster 2 (Majeur B);52255;298;1
3196602;22;Cluster 5 (Outliers);46515;81;1
3196603;37;Cluster 1 (Majeur A);41559;81;1
3196604;37;Cluster 1 (Majeur A);46890;81;1
3196733;37;Cluster 1 (Majeur A);48090;3;1
3196735;37;Cluster 1 (Majeur A);46433;10;1
3196781;39;Cluster 2 (Majeur B);41624;81;1
3196782;37;Cluster 1 (Majeur A);41624;81;1
3196821;37;Cluster 1 (Majeur A);54806;394;1
3197062;37;Cluster 1 (Majeur A);46841;3;1
3197083;37;Cluster 1 (Majeur A);54811;83;1
3197084;37;Cluster 1 (Majeur A);54811;83;1
3197236;37;Cluster 1 (Majeur A);46874;10;1
3197251;37;Cluster 1 (Majeur A);52522;83;1
3197252;37;Cluster 1 (Majeur A);52524;83;1
3197401;39;Cluster 2 (Majeur B);46433;10;1
3197402;37;Cluster 1 (Majeur A);48117;10;1
3197471;37;Cluster 1 (Majeur A);41620;83;1
3197472;37;Cluster 1 (Majeur A);54811;83;1
3197638;37;Cluster 1 (Majeur A);46874;10;1
3197654;39;Cluster 2 (Majeur B);46896;20;-2
3197655;39;Cluster 2 (Majeur B);46896;20;-2
3197663;37;Cluster 1 (Majeur A);52522;83;1
3197666;37;Cluster 1 (Majeur A);52524;83;1
3197738;37;Cluster 1 (Majeur A);41623;161;1
3197767;37;Cluster 1 (Majeur A);41621;83;1
3198052;22;Cluster 5 (Outliers);46515;81;1
3198053;37;Cluster 1 (Majeur A);54811;83;1
3198166;39;Cluster 2 (Majeur B);49458;112;1
3198214;41;Cluster 4 (Mineur B);46875;112;1
3198216;41;Cluster 4 (Mineur B);46875;112;1
3198243;39;Cluster 2 (Majeur B);52254;298;1
3198252;37;Cluster 1 (Majeur A);54806;394;1
3198271;39;Cluster 2 (Majeur B);52255;298;1
3198281;39;Cluster 2 (Majeur B);45344;20;-2
3198311;37;Cluster 1 (Majeur A);52522;83;1
3198323;39;Cluster 2 (Majeur B);52254;298;1
3198411;39;Cluster 2 (Majeur B);46896;20;-2
3198446;37;Cluster 1 (Majeur A);52524;83;1
3198469;37;Cluster 1 (Majeur A);48090;3;1
3198479;39;Cluster 2 (Majeur B);48380;20;-2
3198480;37;Cluster 1 (Majeur A);46851;81;1
3198546;36;Cluster 5 (Outliers);54806;394;1
3198556;37;Cluster 1 (Majeur A);46874;10;1
3198558;49;Cluster 5 (Outliers);46855;10;1
3198622;37;Cluster 1 (Majeur A);46851;81;1
3198653;39;Cluster 2 (Majeur B);46896;20;-2
3198654;37;Cluster 1 (Majeur A);52524;83;1
3198655;37;Cluster 1 (Majeur A);52522;83;1
3198656;26;Cluster 5 (Outliers);41621;83;1
3198685;37;Cluster 1 (Majeur A);54811;83;1
3198743;32;Cluster 5 (Outliers);48112;10;1
3198753;39;Cluster 2 (Majeur B);46863;20;-2
3198754;31;Cluster 3 (Mineur A);50440;83;1
3198756;37;Cluster 1 (Majeur A);52523;83;1
3198838;37;Cluster 1 (Majeur A);52524;83;1
3198916;37;Cluster 1 (Majeur A);50440;83;1
3198980;20;Cluster 5 (Outliers);45401;81;1
3198981;39;Cluster 2 (Majeur B);45401;81;1
3199023;37;Cluster 1 (Majeur A);52524;83;1
3199115;39;Cluster 2 (Majeur B);52255;298;1
3199119;39;Cluster 2 (Majeur B);52255;298;1
3199121;37;Cluster 1 (Majeur A);46875;112;1
3199168;37;Cluster 1 (Majeur A);41621;83;1
3199185;39;Cluster 2 (Majeur B);52255;298;1
3199223;39;Cluster 2 (Majeur B);46852;20;-2
3199458;39;Cluster 2 (Majeur B);46863;20;-2
3199546;39;Cluster 2 (Majeur B);46896;20;-2
3199570;31;Cluster 3 (Mineur A);50440;83;1
3199573;37;Cluster 1 (Majeur A);54811;83;1
3199623;39;Cluster 2 (Majeur B);46863;20;-2
3199626;37;Cluster 1 (Majeur A);41620;83;1
3199629;37;Cluster 1 (Majeur A);52524;83;1
3199655;37;Cluster 1 (Majeur A);41620;83;1
3199656;37;Cluster 1 (Majeur A);52522;83;1
3199740;31;Cluster 3 (Mineur A);50440;83;1
3199844;37;Cluster 1 (Majeur A);52524;83;1
3199870;37;Cluster 1 (Majeur A);41620;83;1
3200014;39;Cluster 2 (Majeur B);52255;298;1
3200041;37;Cluster 1 (Majeur A);54806;394;1
3200044;37;Cluster 1 (Majeur A);54806;394;1
3200046;37;Cluster 1 (Majeur A);50825;335;1
3200052;39;Cluster 2 (Majeur B);46896;20;-2
3200066;1;Cluster 5 (Outliers);46875;112;1
3200067;37;Cluster 1 (Majeur A);46875;112;1
3200105;25;Cluster 5 (Outliers);54674;339;3
3200107;26;Cluster 5 (Outliers);54674;339;3
3200151;39;Cluster 2 (Majeur B);46896;20;-2
3200387;37;Cluster 1 (Majeur A);50826;3;1
3200388;37;Cluster 1 (Majeur A);50826;3;1
3200480;39;Cluster 2 (Majeur B);45344;20;-2
3200481;39;Cluster 2 (Majeur B);46852;20;-2
3200483;39;Cluster 2 (Majeur B);46896;20;-2
3200488;9;Cluster 5 (Outliers);46890;81;1
3200495;37;Cluster 1 (Majeur A);52524;83;1
3200705;37;Cluster 1 (Majeur A);46841;3;1
3200708;39;Cluster 2 (Majeur B);46433;10;1
3200734;39;Cluster 2 (Majeur B);46852;20;-2
3200935;39;Cluster 2 (Majeur B);46433;10;1
3200948;37;Cluster 1 (Majeur A);46890;81;1
3200951;39;Cluster 2 (Majeur B);45401;81;1
3200953;39;Cluster 2 (Majeur B);41624;81;1
3200955;37;Cluster 1 (Majeur A);52524;83;1
3201484;37;Cluster 1 (Majeur A);48090;3;1
3201485;37;Cluster 1 (Majeur A);48090;3;1
3201486;37;Cluster 1 (Majeur A);46841;3;1
3201490;37;Cluster 1 (Majeur A);52521;10;1
3201520;39;Cluster 2 (Majeur B);46863;20;-2
3201524;37;Cluster 1 (Majeur A);46851;81;1
3201532;37;Cluster 1 (Majeur A);52522;83;1
3201533;37;Cluster 1 (Majeur A);52524;83;1
3201534;37;Cluster 1 (Majeur A);48091;83;1
3201535;37;Cluster 1 (Majeur A);54811;83;1
3202035;27;Cluster 5 (Outliers);46515;81;1
3202042;31;Cluster 3 (Mineur A);50440;83;1
3202359;31;Cluster 3 (Mineur A);50440;83;1
3202395;39;Cluster 2 (Majeur B);49458;112;1
3202397;39;Cluster 2 (Majeur B);49458;112;1
3202399;39;Cluster 2 (Majeur B);49458;112;1
3202413;39;Cluster 2 (Majeur B);52254;298;1
3202427;37;Cluster 1 (Majeur A);46875;112;1
3202428;37;Cluster 1 (Majeur A);46875;112;1
3202429;37;Cluster 1 (Majeur A);46875;112;1
3202430;37;Cluster 1 (Majeur A);46875;112;1
3202438;37;Cluster 1 (Majeur A);46853;335;1
3202441;39;Cluster 2 (Majeur B);52255;298;1
3202461;39;Cluster 2 (Majeur B);50825;335;1
3202471;37;Cluster 1 (Majeur A);54806;394;1
3202472;39;Cluster 2 (Majeur B);54806;394;1
3202485;39;Cluster 2 (Majeur B);52255;298;1
3202497;39;Cluster 2 (Majeur B);46863;20;-2
3202660;39;Cluster 2 (Majeur B);41624;81;1
3203040;37;Cluster 1 (Majeur A);41623;161;1
3203068;37;Cluster 1 (Majeur A);46829;3;1
3203069;37;Cluster 1 (Majeur A);46829;3;1
3203070;37;Cluster 1 (Majeur A);46841;3;1
3203071;37;Cluster 1 (Majeur A);52521;10;1
3203072;37;Cluster 1 (Majeur A);46433;10;1
3203085;39;Cluster 2 (Majeur B);46863;20;-2
3203099;37;Cluster 1 (Majeur A);46851;81;1
3203103;37;Cluster 1 (Majeur A);41559;81;1
3203143;37;Cluster 1 (Majeur A);46523;12;3
3203313;37;Cluster 1 (Majeur A);46841;3;1
3203314;37;Cluster 1 (Majeur A);52519;3;1
3203326;37;Cluster 1 (Majeur A);46855;10;1
3203339;37;Cluster 1 (Majeur A);46851;81;1
3203533;37;Cluster 1 (Majeur A);48090;3;1
3203537;37;Cluster 1 (Majeur A);46433;10;1
3203700;39;Cluster 2 (Majeur B);46896;20;-2
3203713;37;Cluster 1 (Majeur A);52522;83;1
3203715;37;Cluster 1 (Majeur A);41621;83;1
3203716;37;Cluster 1 (Majeur A);48091;83;1
3203719;37;Cluster 1 (Majeur A);41621;83;1
3203720;37;Cluster 1 (Majeur A);54811;83;1
