,F_SESSION,k_aircraft,k_operator,k_mission,flight_document,cluster
228,3138400,48117,10,1,2_5_5_5_5 5_5_5_5_2 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 4_3_3_3_3 3_3_3_3_4 2_6_6_6_6 6_6_6_6_7 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 1304_3678_3678_3678_1305 2799_1893_1893_1893_2799 1312_2453_2453_2453_2462 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 966_966_966_966_966 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_115_115_291_4056 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 2329_2328_2328_2328_2329 7532_11503_11503_11503_9362 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 2281_2276_2276_2276_2277 12483_6819_6819_6819_6819 116_116_7_116_116 116_7_116_7_116 7_116_7_116_7 116_7_116_7_116 114_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 2329_2328_2328_2328_2329 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_3_3_3_3 3_3_3_3_4 3_4_3_3_4 4_5_5_5_4 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,0
229,3139229,50826,3,1,2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 5_5_5_5_2 2_5_5_5_5 5_5_5_5_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_12 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_1611 9101_9100_9100_9100_9101 966_966_966_966_966 1207_1124_1124_1124_1207 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 4_5_5_5_5 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 6_6_6_6_7 189_190_190_190_190 190_190_190_190_191,0
230,3139328,50826,3,1,2_5_5_5_5 5_5_5_5_2 6002_2177_2177_2177_1304 1322_1117_1117_1117_1323 114_116_116_7_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 129_301_301_301_300 119_119_119_119_2,2
231,3139332,41620,83,1,192_192_192_192_2 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 683_1497_1497_1497_8189 2184_4632_4632_4632_2184 4632_2184_2184_2184_4632 2184_4632_4632_4632_2184 2184_4632_4632_4632_2184 2184_4632_4632_4632_2184 2184_4632_4632_4632_4079 2184_4632_4632_4632_2184 2184_4632_4632_4632_2184 4632_2184_2184_2184_4632 4632_2184_2184_2184_4632 4078_4078_4079_4078_4078 4078_4079_4078_4079_4078 4078_4078_4079_4078_4078 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 4_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,2
232,3140206,52255,298,1,2_3_3_3_3 3_3_3_3_2 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 3_4_4_4_3 4_3_3_4_3 4_3_3_3_4 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 3051_2193_2193_2193_3051 3051_2193_3051_3051_2193 3051_7681_7681_7681_3051 4080_7259_7259_7259_7682 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 5_4_5_5_4 4_5_5_5_5 4_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2,0
233,3140217,52254,298,1,2_3_3_3_3 3_3_3_3_2 4_5_5_5_5 4_3_3_3_4 4_3_3_3_3 3_3_3_3_4 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 115_115_115_115_115 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 2174_2173_2173_2173_2789 4077_2184_2184_2184_4632 2184_4632_4632_4632_2184 4632_2184_2184_2184_4077 4077_4077_1144_4077_4077 4632_2184_2184_2184_4077 2184_4632_4632_4632_2184 4077_1144_1144_1144_4077 1144_4077_4077_4077_2184 1144_4077_4077_4077_1144 1144_4077_1144_4077_1144 4077_1144_1144_1144_4632 1144_4632_4632_4632_2184 5739_4078_4078_4078_4079 4092_1370_4092_1370_4092 4092_1370_1370_1370_4092 1370_4092_4092_4092_1370 6144_2273_2273_2273_6144 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 4_5_5_5_4 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_2,0
234,3140221,46875,112,1,2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 4_5_5_5_5 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 115_115_115_115_115 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 7_7_116_7_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_4056 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_1039 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 192_2_2_2_6 2_6_6_6_6 6_6_6_6_7 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_7_116_7_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_8144 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 6_6_6_6_7 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 116_116_7_116_116 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 6_7_7_7_115 7_115_115_115_6936 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_2980 119_119_119_119_2 119_2_2_2_189 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 6_6_6_6_7 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191,3
235,3140269,46853,335,1,2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_115_115_115_291 1835_1619_1619_1619_1841 4632_2184_2184_2184_4632 4632_2184_2184_2184_4632 4632_2184_2184_2184_4632 4079_7695_7695_7695_7708 7761_5739_5739_5739_7761 7682_7259_7259_7259_7682 7682_7259_7259_7259_7682 7682_7259_7259_7259_7682 7682_7259_7259_7259_7682 7259_7682_7682_7682_7259 7682_7259_7259_7259_7682 7259_7682_7682_7682_7259 7479_7259_7259_7259_7682 7479_7259_7259_7259_7682 7259_7682_7682_7682_7259 7259_7682_7682_7682_7259 8815_11249_11249_11249_8815 11249_8815_8815_8815_11249 8815_11249_11249_11249_8815 8815_11249_11249_11249_8815 8815_11249_11249_11249_8815 11249_8815_8815_8815_11249 8815_11249_11249_11249_8815 7259_7682_7682_7682_8815 11249_8815_8815_8815_11249 8815_11249_11249_11249_8815 11249_8815_8815_8815_11249 8815_11249_11249_11249_8815 7761_5739_5739_5739_7761 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 2339_3999_3999_3999_2340 2340_2327_2327_2300_2327 7_119_119_119_119 119_119_119_119_2 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,0
236,3140420,48109,20,-2,2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 5_5_5_5_2 2_6_6_6_6 570_966_966_966_966 5941_720_720_720_8036 8174_8171_8171_8174_8170 2909_2911_2911_2911_1688 7_119_119_119_119 119_119_119_119_2 2_5_5_5_5 2_5_5_5_5 5_5_5_5_2 2_5_5_5_5 5_5_5_5_2 5_2_5_5_2 189_190_190_190_190 191_192_192_192_192 192_192_192_192_2 5_2_2_2_3 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 3_3_3_3_2 3_2_2_2_4 4_5_5_5_5 189_190_190_190_190,2
237,3140434,48382,81,1,2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_7584 4485_10652_4485_4485_10652 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 4_5_5_5_5 4_3_3_3_3 3_3_3_3_2,0
238,3140550,56585,12,3,2_6_6_6_6 6_6_6_6_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_2980 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_1039 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191,0
239,3140572,56585,12,3,2_6_6_6_6 6_6_6_6_7 547_6430_6430_6430_547 547_6430_6430_6430_547 547_6142_6142_6142_6141 1352_1516_1516_1516_1352 1516_1352_1352_1352_1516 1352_1516_1516_1516_1352 1352_1516_1516_1516_1352 1352_1516_1516_1516_1352 3872_6384_6384_6384_8151 3872_1252_1252_1252_2614 116_114_114_114_2980 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 2878_3871_3871_3871_1683 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_2980 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 1039_6116_6116_6116_3925 2342_2910_2910_2910_3999 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191,0
240,3140760,52524,83,1,2_5_5_5_5 5_5_5_5_2 5_2_2_5_2 2_5_2_5_5 5_2_5_5_2 2_3_3_3_3 3_3_3_3_2 3_2_2_2_4 4_5_5_5_5 5_5_5_5_2 5_2_2_2_3 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 2868_2324_2319_2319_818 5556_8001_8001_8001_6076 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 732_1519_1519_1519_1515 2313_2314_2314_2314_2299 5556_8001_8001_8001_6076 7_118_118_118_118 118_118_118_118_7 7_119_119_119_119 119_119_119_119_2 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,2
241,3140811,52522,83,1,2_3_3_3_3 3_3_3_3_2 4_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_291 8446_6965_6965_6965_8446 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 2788_1304_1304_1304_1299 2820_2819_2819_2819_2820 2819_2820_2820_2820_2819 3068_3066_3066_3066_3067 2319_2324_2319_2319_818 818_818_818_818_818 7_119_119_119_119 4_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,2
242,3140844,52520,112,1,4_5_5_5_5 4_5_5_5_5 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_3_3_3_3 3_3_3_3_4 2_5_5_5_5 5_5_5_5_2 2_6_6_6_6 6_6_6_6_7 3061_5661_5661_5661_3060 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_7584 4079_7683_7683_7683_5739 7761_5739_5739_5739_7761 5739_7761_7761_7761_5739 7708_7695_7695_7695_7708 4079_4078_4078_4078_4079 4078_4079_4078_4079_4078 4079_4078_4079_4078_4079 7695_7708_7708_7708_7695 7708_7695_7695_7695_7708 7761_5739_5739_5739_7683 5739_7683_7683_7479_7761 7708_7695_7695_7695_7708 5660_4089_4089_4089_5660 7_119_119_119_119 119_119_119_119_2 2_5_5_5_5 5_4_4_4_2 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 5_5_5_5_2 5_2_2_2_3 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190,2
243,3140872,52523,83,1,2_3_3_3_3 3_3_3_3_2 2_4_4_4_2 2_3_3_3_3 3_3_3_3_2 4_5_5_5_5 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_2980 1646_4088_4088_4088_3390 2822_1947_3074_3074_3397 2840_3066_3066_3066_3080 2838_3082_3082_3082_2833 2867_2071_2071_2071_2299 14263_8159_8159_8159_8157 2868_2092_2092_2092_2082 2870_2071_2071_2071_2299 2083_2320_2081_2081_2868 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 818_818_818_818_818 1686_2084_2084_2084_2872 2092_2072_2072_2072_2092 1685_2085_2085_2085_2082 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 2215_7672_7672_7672_2215 8846_1458_1458_1458_1459 1458_1459_1459_1459_11283 8412_3184_3184_3184_8167 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 3_3_3_3_2 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,0
244,3140940,52524,83,1,2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 1303_8035_8035_8035_1302 8035_1302_1302_1302_8035 4194_1294_1294_1294_2187 2872_2869_2869_2869_2320 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 2342_2343_2343_2329_2328 7_119_119_119_119 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,2
245,3141005,52522,83,1,2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 115_115_115_115_115 2285_1795_1795_1795_2285 2285_1795_1795_1795_2285 2477_2799_2799_2799_2477 1545_2767_2767_2767_1893 989_991_991_991_989 818_818_818_818_818 2324_2090_2090_2090_2320 2083_2321_2322_2322_7280 818_818_818_818_818 7281_2324_2324_2324_2081 2324_2090_2090_2090_2081 2071_2081_2320_2320_2872 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 1097_1099_1099_1099_1097 1096_1097_1097_1097_1096 1097_1099_1099_1099_1097 1099_1097_1097_1097_1096 1127_1097_1097_1097_1096 1097_1124_1124_1124_1207 1124_1207_1096_1096_1097 1096_1097_1097_1096_1097 1097_1096_1096_1096_1097 1207_1124_1124_1207_1124 1096_1207_1207_1207_1124 1097_1096_1096_1096_1207 1207_1123_1123_1123_1124 1097_1096_1096_1096_1097 1097_1096_1096_1096_1097 2090_2869_2869_2090_7281 1712_2365_2365_2365_3183 4302_6085_6085_6085_8137 3_3_3_3_2 4_2_2_2_5 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,2
246,3141063,48382,81,1,4_3_3_3_3 3_3_3_3_4 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 4_3_3_3_4 4_5_5_5_5 5_5_5_5_2 2_6_6_6_6 1509_1510_1510_1510_3258 966_570_570_570_570 4493_4488_4488_4488_4487 1372_4502_4502_4502_1372 1372_4502_4502_4502_1372 4502_1372_1372_1372_4502 570_570_570_570_570 570_570_570_570_570 570_570_570_570_570 4485_10652_4485_4485_10652 4485_10652_4485_4485_10652 1372_4502_4502_4502_1372 1372_4502_4502_4502_1372 4502_1372_1372_1372_4502 12088_4381_4381_4381_12088 1879_4494_4494_4494_1879 4494_1879_1879_1879_4494 4494_1879_1879_1879_4494 1372_4502_4502_4502_1372 4487_2198_2198_2198_4487 2198_4487_4487_4487_2198 2198_4487_4487_4487_4488 4487_4488_4488_4488_4493 1879_4494_4494_4494_1879 12644_2797_2797_2797_2798 4488_4493_4493_4493_3294 10651_1864_1864_1864_7610 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191 190_191_191_191_1038,2
247,3141064,48382,81,1,3_4_4_4_3 4_3_3_3_3 3_3_3_3_4 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 4_5_5_5_5 5_5_5_5_2 2_6_6_6_6 6_6_6_6_7 6_7_7_7_115 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 1375_1874_1874_1874_1894 1895_1894_1894_1894_1895 1895_1894_1894_1894_1895 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 115_115_115_115_115 115_115_115_115_115 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 4_5_5_5_5 4_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,0
248,3141099,48382,81,1,2_5_5_5_5 5_5_5_5_2 4_5_5_5_5 5_4_5_5_4 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 2174_2173_2173_2173_2789 116_114_114_114_102 1968_1975_1975_1975_1968 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_4 5_2_2_2_5 2_5_5_5_5 5_5_5_5_2,2
